fuel_price,temperature,available_bikes,holiday,day_of_week,weather,demand_score,rental_price
94.2,25.8,90,0,1,Sunny,19.93,101.75
98.3,35.3,62,0,6,Sunny,48.16,192.22
119.15,35.3,43,0,4,Sunny,83.15,258.26
99.94,25.8,29,0,5,Rainy,30.92,155.72
104.46,21.6,64,0,3,Cloudy,39.13,176.52
95.88,20.2,90,0,2,Sunny,31.38,130.7
108.32,28.5,51,0,1,Cloudy,42.38,178.58
98.42,28.2,65,0,5,Rainy,22.64,136.07
96.21,39.8,88,0,4,Sunny,31.12,136.26
105.5,29.4,31,1,3,Cloudy,76.3,254.41
90.17,25.1,100,0,2,Sunny,22.51,115.79
90.23,37.8,46,0,4,Sunny,31.86,157.11
96.57,29.8,56,0,1,Sunny,41.82,174.27
91.1,32.0,97,0,6,Cloudy,22.78,119.81
93.24,21.9,52,0,5,Sunny,49.99,184.78
100.17,27.7,36,0,5,Sunny,58.8,221.66
114.08,38.9,28,0,5,Sunny,86.59,260.17
107.16,31.8,7,0,2,Sunny,59.67,232.02
105.38,26.9,31,0,5,Sunny,73.08,238.33
98.8,32.5,77,0,2,Cloudy,31.71,136.62
117.95,38.2,44,0,5,Sunny,92.62,267.49
101.91,25.5,27,0,0,Rainy,20.33,142.8
92.61,30.1,11,0,6,Sunny,59.61,232.07
108.51,39.2,85,0,5,Cloudy,49.57,170.96
93.42,23.4,41,0,0,Sunny,33.23,175.27
100.36,34.4,11,0,2,Cloudy,51.33,204.28
105.22,32.3,98,1,4,Rainy,15.76,96.79
116.23,33.6,81,0,1,Sunny,52.25,181.71
104.81,27.0,86,0,3,Cloudy,35.93,160.46
111.07,26.3,99,0,0,Sunny,47.94,165.7
119.78,33.7,26,0,1,Sunny,82.1,252.24
93.94,24.3,82,0,5,Rainy,7.35,89.05
98.24,28.4,86,0,2,Sunny,41.61,173.11
101.84,23.8,21,0,1,Sunny,56.74,213.59
102.65,20.2,23,0,1,Sunny,58.55,210.77
102.33,39.4,99,0,6,Sunny,59.09,191.38
117.23,28.6,43,1,6,Rainy,72.62,243.05
111.42,39.4,40,0,5,Sunny,88.76,248.55
108.24,22.8,19,0,1,Cloudy,46.12,215.18
99.28,31.7,67,0,2,Sunny,33.01,155.6
114.71,24.0,33,0,6,Sunny,83.83,247.3
118.65,35.8,64,0,0,Cloudy,61.7,215.22
114.64,35.7,60,0,3,Cloudy,62.82,199.7
90.05,22.3,44,0,4,Sunny,28.92,146.19
109.09,38.2,20,0,0,Rainy,37.53,175.42
91.53,23.9,37,0,3,Sunny,47.39,207.31
97.73,32.3,93,0,2,Sunny,36.52,160.59
91.79,39.7,20,0,3,Rainy,4.66,119.0
108.11,37.6,34,0,2,Cloudy,56.31,223.01
110.6,39.1,70,0,3,Rainy,21.59,110.57
93.43,26.9,48,1,6,Cloudy,57.45,221.73
101.52,22.1,42,0,0,Sunny,51.81,208.17
103.69,23.8,55,0,5,Cloudy,51.66,202.54
101.07,30.0,64,0,5,Sunny,58.03,198.07
93.63,35.9,22,0,5,Cloudy,41.95,194.05
102.57,23.0,9,0,2,Cloudy,42.34,190.97
112.54,33.2,44,0,1,Rainy,29.17,155.71
92.13,26.5,10,0,5,Cloudy,51.79,211.9
92.41,26.8,80,0,2,Sunny,18.97,117.37
100.64,33.2,16,0,6,Sunny,73.8,258.91
118.25,29.3,16,0,2,Sunny,82.79,267.74
110.06,36.2,77,0,3,Cloudy,45.24,181.47
110.36,23.1,26,1,2,Cloudy,82.47,272.43
100.86,35.8,53,0,3,Sunny,52.1,209.82
107.81,21.3,54,0,6,Rainy,38.53,177.17
90.3,23.9,84,1,0,Rainy,3.78,99.11
109.08,33.1,8,0,2,Rainy,37.17,189.3
117.4,37.1,54,0,1,Sunny,81.54,238.06
108.38,25.1,7,0,1,Cloudy,65.39,240.49
116.21,26.5,20,1,0,Rainy,63.67,231.75
111.72,30.7,18,0,6,Cloudy,76.43,264.21
93.62,24.2,68,0,5,Sunny,42.03,163.91
117.07,36.2,45,0,1,Rainy,31.17,161.46
91.99,35.5,72,0,3,Rainy,0.0,80.0
106.02,22.9,63,1,2,Cloudy,62.52,213.9
94.26,29.3,6,0,4,Sunny,43.25,196.88
90.35,35.5,14,1,6,Sunny,75.7,271.63
102.66,26.7,79,0,2,Cloudy,36.64,155.64
98.85,32.7,94,0,6,Sunny,42.84,163.26
104.58,21.0,30,1,6,Cloudy,78.8,265.38
107.32,32.2,8,0,2,Sunny,70.36,257.49
91.31,23.1,94,0,4,Sunny,22.06,121.06
93.69,36.6,32,0,5,Sunny,53.71,194.66
106.76,27.1,6,0,6,Sunny,80.34,265.89
100.3,25.6,70,0,1,Cloudy,31.75,146.83
111.88,36.8,20,1,1,Sunny,86.19,254.02
109.57,21.0,61,0,2,Cloudy,43.36,164.42
115.37,27.9,27,1,1,Cloudy,84.35,289.66
110.77,27.4,27,0,6,Sunny,86.76,265.47
102.9,25.7,81,0,6,Rainy,17.91,115.89
110.19,38.2,25,0,3,Cloudy,60.6,204.15
98.26,35.0,29,0,6,Cloudy,59.52,206.86
99.19,21.3,62,0,3,Rainy,2.65,102.65
113.67,34.3,41,0,4,Sunny,84.32,252.56
103.39,30.5,53,0,6,Sunny,71.29,217.95
113.95,38.0,81,0,2,Sunny,57.99,199.26
114.67,26.3,19,0,5,Sunny,90.4,272.61
115.73,31.5,32,0,3,Cloudy,61.21,208.78
117.5,30.0,71,0,0,Cloudy,63.25,203.68
102.93,29.8,91,0,1,Sunny,38.15,141.64
99.57,29.1,8,0,5,Sunny,64.75,231.03
107.47,24.1,51,0,2,Sunny,47.34,184.22
101.14,35.1,54,0,3,Sunny,46.06,175.77
108.03,29.0,64,0,4,Cloudy,43.52,158.0
111.17,39.2,66,0,3,Cloudy,42.37,172.73
110.65,25.2,71,0,0,Sunny,47.11,181.22
101.24,33.7,76,1,3,Sunny,49.24,183.63
95.01,38.8,47,0,2,Sunny,34.61,168.76
102.92,33.3,93,1,4,Cloudy,44.66,165.94
94.28,37.4,62,0,6,Rainy,16.28,108.02
116.7,36.5,56,0,4,Sunny,67.6,225.86
100.38,27.2,80,0,0,Rainy,6.88,96.6
94.63,32.0,73,0,2,Rainy,0.0,89.71
90.76,23.1,50,1,0,Sunny,53.71,205.83
109.37,30.7,29,1,0,Rainy,55.26,218.51
109.11,24.6,29,1,0,Sunny,78.03,262.09
100.22,34.9,39,1,3,Rainy,30.95,172.49
92.15,30.6,65,0,1,Cloudy,30.73,157.93
102.29,28.2,19,0,3,Sunny,48.2,205.77
99.34,25.4,94,0,2,Rainy,0.0,87.41
110.31,40.0,78,0,5,Sunny,69.45,223.07
108.17,21.4,92,0,0,Rainy,0.28,80.0
100.94,20.9,39,0,0,Sunny,45.94,198.41
96.54,24.3,33,1,1,Cloudy,64.89,240.52
119.64,39.4,42,0,4,Sunny,77.71,247.79
103.62,39.6,73,0,0,Rainy,5.66,106.6
110.65,33.1,28,0,3,Sunny,68.62,232.41
94.22,37.6,23,0,6,Sunny,56.54,220.1
104.57,24.3,50,1,0,Cloudy,70.41,228.28
90.83,39.4,53,0,2,Rainy,0.0,87.2
105.16,22.9,48,1,6,Sunny,85.73,269.57
118.92,22.0,77,0,1,Sunny,57.82,190.02
101.53,22.2,30,0,5,Sunny,66.81,230.24
91.17,31.5,29,1,4,Sunny,57.18,217.05
90.93,35.6,39,0,5,Rainy,20.67,145.84
101.64,27.3,40,0,2,Sunny,45.38,183.27
94.8,39.6,18,0,3,Cloudy,39.22,186.22
90.7,28.7,60,0,5,Cloudy,33.48,151.38
112.69,23.0,10,0,2,Sunny,66.57,233.4
103.76,29.3,36,0,5,Sunny,66.21,224.52
98.68,33.6,30,1,0,Rainy,30.19,183.83
117.0,36.6,19,0,1,Sunny,88.22,270.51
93.48,29.2,53,0,0,Sunny,37.05,164.19
118.68,31.9,99,1,1,Sunny,79.04,225.65
99.42,25.3,60,1,3,Cloudy,29.65,153.28
116.65,32.9,41,0,2,Sunny,63.14,227.98
108.09,39.7,57,0,5,Rainy,38.67,155.22
114.8,21.0,62,0,1,Cloudy,57.51,196.84
119.52,37.7,87,0,2,Sunny,59.47,181.8
98.65,31.2,82,0,6,Cloudy,38.52,157.87
118.83,25.0,40,0,5,Sunny,91.03,269.93
101.68,39.1,15,0,6,Rainy,38.87,196.93
101.57,29.7,31,0,6,Sunny,66.19,234.51
100.21,26.6,6,0,1,Sunny,62.59,235.32
106.24,23.6,26,0,0,Cloudy,57.09,220.72
94.62,24.9,70,0,1,Cloudy,16.14,125.74
106.61,36.7,88,0,1,Cloudy,27.55,123.28
106.25,32.3,21,0,4,Rainy,24.1,164.06
112.86,38.3,8,0,5,Sunny,92.13,289.21
115.01,24.6,18,0,5,Sunny,93.89,288.92
103.21,22.4,11,0,6,Sunny,80.46,261.07
99.07,20.1,83,0,3,Rainy,3.56,83.08
97.78,30.2,98,0,5,Rainy,9.08,84.07
95.84,40.0,20,0,0,Rainy,13.91,112.76
91.73,33.9,70,1,0,Sunny,54.84,193.03
100.27,26.2,23,0,2,Sunny,53.54,229.38
98.11,37.5,5,0,1,Sunny,58.61,234.58
118.99,35.6,35,0,1,Sunny,79.59,253.31
106.73,20.3,8,0,5,Sunny,81.83,275.98
100.42,36.3,95,0,1,Sunny,31.29,131.75
107.41,26.0,62,0,0,Sunny,59.13,197.3
94.18,23.0,60,0,4,Sunny,32.81,151.74
103.32,24.5,57,0,2,Sunny,46.12,173.63
108.79,29.4,93,0,1,Sunny,41.6,148.14
104.67,28.5,90,0,4,Cloudy,32.11,137.68
102.05,25.8,47,0,5,Sunny,61.42,212.57
119.82,23.4,78,0,3,Cloudy,57.98,200.98
116.41,35.2,53,0,0,Sunny,69.6,231.98
108.7,39.8,64,0,3,Rainy,16.72,111.21
107.08,35.6,98,1,0,Sunny,54.24,181.28
108.62,25.9,98,0,2,Sunny,38.38,136.25
96.04,24.9,20,0,5,Cloudy,48.7,181.79
101.85,24.4,77,0,3,Rainy,0.0,87.2
91.18,22.7,85,0,2,Sunny,23.55,129.51
104.27,31.0,64,0,6,Sunny,72.85,224.69
106.29,32.1,51,0,6,Rainy,31.58,159.84
96.83,34.1,19,0,2,Sunny,47.63,198.55
118.92,33.6,67,0,2,Sunny,65.36,200.92
117.28,25.8,32,0,3,Rainy,45.61,188.17
111.66,26.6,24,0,3,Rainy,37.43,191.32
106.0,33.6,67,0,3,Sunny,48.82,182.37
116.1,27.0,37,0,6,Rainy,46.98,178.9
93.92,24.3,40,0,6,Cloudy,39.04,176.31
113.72,27.5,17,0,1,Sunny,76.35,264.12
93.74,25.4,66,1,2,Cloudy,41.93,183.57
113.83,21.8,72,1,5,Cloudy,84.06,260.6
98.27,36.6,27,1,1,Cloudy,62.63,222.33
116.31,37.1,76,0,0,Rainy,20.56,125.01
118.32,24.4,17,0,6,Sunny,98.9,291.73
94.46,21.3,92,0,3,Cloudy,15.34,111.36
103.88,34.8,44,0,5,Sunny,62.83,209.3
119.43,24.2,34,0,4,Sunny,75.92,237.72
104.5,27.9,98,0,0,Cloudy,30.82,131.45
115.91,21.3,29,0,2,Cloudy,59.47,210.17
107.66,24.5,77,0,6,Rainy,40.71,161.86
101.26,35.9,30,0,6,Rainy,35.67,157.89
98.57,36.1,28,0,2,Cloudy,39.17,190.92
96.1,24.1,43,0,5,Sunny,54.98,180.19
112.85,26.7,93,0,1,Cloudy,45.32,167.32
101.6,22.7,83,0,6,Sunny,50.44,169.64
105.34,21.5,65,0,3,Sunny,46.66,164.88
104.77,39.8,53,0,6,Cloudy,63.52,214.19
107.32,33.1,45,0,5,Cloudy,60.12,217.8
115.97,30.8,74,0,3,Cloudy,52.43,191.64
119.42,35.3,24,0,6,Rainy,58.13,226.64
102.23,36.8,48,0,0,Sunny,50.24,184.56
114.83,36.1,20,1,5,Sunny,100.0,306.64
112.94,20.3,25,0,0,Cloudy,70.32,224.85
107.21,23.7,19,0,0,Cloudy,50.42,206.89
118.68,33.1,43,0,4,Sunny,67.88,228.39
96.01,27.5,46,0,4,Sunny,38.89,169.0
93.28,39.6,65,0,2,Sunny,27.33,127.01
115.62,33.3,8,0,6,Rainy,60.95,225.96
103.17,39.1,28,0,2,Rainy,23.97,169.41
115.41,24.0,7,0,2,Sunny,92.34,290.84
116.79,37.3,5,0,5,Sunny,96.43,292.2
91.87,26.4,98,0,3,Sunny,7.36,87.97
116.5,39.8,17,0,2,Sunny,78.47,260.82
103.45,23.2,58,1,1,Sunny,69.53,218.75
105.31,30.3,86,0,0,Sunny,37.32,137.2
108.8,35.9,44,0,5,Sunny,76.17,234.21
117.79,28.7,15,0,3,Sunny,82.87,262.58
90.57,29.4,46,0,6,Cloudy,38.36,185.4
104.31,39.7,97,0,4,Sunny,41.31,151.43
110.63,28.5,8,1,0,Rainy,58.13,231.51
111.68,32.1,29,0,2,Rainy,36.56,176.76
110.78,21.1,40,0,4,Sunny,55.17,188.11
94.03,36.8,68,1,4,Sunny,45.84,176.28
98.98,33.0,48,1,4,Sunny,62.37,217.27
100.76,28.1,44,0,5,Sunny,57.92,199.09
114.13,20.3,96,0,0,Sunny,52.43,181.25
98.36,31.8,49,0,3,Cloudy,31.13,161.81
96.32,20.3,12,0,0,Cloudy,38.61,178.81
118.72,20.0,89,1,1,Sunny,85.8,234.81
90.27,32.3,39,0,2,Cloudy,24.12,138.84
119.93,23.8,48,0,5,Sunny,85.08,252.66
110.3,23.8,22,0,3,Sunny,65.84,234.11
114.85,33.1,51,0,5,Cloudy,75.75,239.17
98.84,21.1,29,0,3,Sunny,50.56,193.39
90.43,26.3,45,0,2,Cloudy,28.12,151.7
112.14,23.0,9,0,6,Rainy,59.74,227.58
115.02,31.6,68,0,1,Rainy,25.19,145.92
112.21,33.2,66,0,4,Sunny,65.7,216.45
94.29,34.4,76,0,2,Cloudy,26.22,122.71
112.6,25.1,91,0,4,Sunny,42.68,141.25
113.07,21.8,7,0,2,Rainy,42.66,197.4
109.76,21.6,41,0,0,Rainy,24.59,143.66
112.98,28.5,99,0,5,Sunny,63.47,182.06
115.38,38.9,97,0,1,Rainy,14.89,97.24
108.41,24.4,45,0,5,Sunny,69.41,232.07
92.66,25.1,24,0,1,Sunny,46.29,184.3
104.63,22.0,71,0,2,Sunny,39.8,175.93
92.33,32.1,91,0,1,Sunny,21.66,112.75
102.23,33.6,44,0,4,Rainy,8.39,123.17
102.21,32.9,89,0,1,Sunny,42.97,152.49
91.98,37.2,81,1,1,Rainy,8.82,98.23
100.46,29.7,12,0,5,Rainy,40.82,191.31
93.33,22.7,9,0,1,Rainy,13.27,134.35
114.25,25.8,29,0,6,Sunny,86.4,267.2
118.43,33.2,43,0,3,Cloudy,65.09,220.46
92.17,32.3,41,0,6,Cloudy,48.49,186.23
118.65,30.6,9,0,2,Cloudy,70.79,249.14
105.68,33.7,12,0,0,Sunny,52.17,221.22
98.99,32.7,8,0,0,Cloudy,42.15,195.98
92.31,37.6,45,0,3,Cloudy,18.91,130.72
105.02,31.7,64,0,5,Cloudy,58.17,200.9
113.84,35.6,58,1,3,Rainy,47.47,194.99
111.21,25.0,26,0,0,Sunny,73.16,241.4
91.51,33.6,82,0,4,Sunny,22.82,136.06
92.19,38.0,23,0,0,Sunny,41.42,185.67
102.09,27.7,81,0,0,Sunny,39.65,167.77
98.86,35.6,72,0,6,Sunny,59.09,190.12
96.97,34.5,37,0,2,Sunny,45.29,194.82
98.43,21.2,26,0,0,Rainy,20.39,146.95
114.1,31.6,69,0,0,Rainy,30.68,147.88
117.88,22.6,15,0,6,Sunny,96.5,274.99
102.15,39.3,20,0,1,Sunny,56.86,234.7
117.18,36.2,72,0,3,Sunny,62.29,203.65
99.64,22.2,97,0,6,Cloudy,41.78,159.84
104.29,22.4,48,0,0,Cloudy,37.33,157.18
96.78,31.9,92,0,0,Sunny,23.96,123.49
109.21,26.9,13,1,4,Cloudy,78.54,268.44
119.37,20.7,76,0,6,Sunny,75.51,214.46
108.1,30.8,82,0,0,Rainy,9.6,111.56
100.73,27.8,83,0,2,Rainy,6.88,97.06
109.43,22.0,66,0,5,Rainy,37.61,159.26
93.69,36.0,90,0,4,Sunny,21.43,123.57
116.66,38.3,19,0,0,Sunny,83.3,258.61
105.09,35.1,10,0,5,Sunny,90.05,283.38
103.48,36.4,5,0,2,Cloudy,55.29,222.74
107.58,24.3,24,0,3,Sunny,71.27,242.35
108.74,25.3,40,0,0,Cloudy,55.37,212.89
92.15,24.2,6,0,3,Cloudy,34.96,181.53
110.48,35.3,74,0,0,Cloudy,44.5,163.87
97.26,39.0,6,0,4,Rainy,21.72,156.18
111.42,34.3,7,0,4,Cloudy,61.3,226.6
114.68,37.6,11,1,5,Sunny,100.0,318.32
114.12,32.8,88,0,2,Cloudy,40.61,153.53
106.58,27.8,68,0,1,Rainy,3.67,105.79
105.61,28.5,45,0,6,Cloudy,56.15,205.74
94.29,21.5,58,0,5,Cloudy,30.49,143.89
113.26,20.6,45,1,5,Rainy,70.79,227.87
98.14,33.9,9,0,2,Cloudy,38.6,178.36
104.9,28.8,93,0,0,Rainy,7.17,84.28
98.53,31.0,86,0,3,Sunny,35.83,154.64
94.01,31.2,67,0,3,Cloudy,24.43,145.88
108.89,25.5,5,0,0,Sunny,62.49,235.72
91.63,29.5,29,0,1,Sunny,44.36,197.76
112.46,29.4,85,0,1,Sunny,55.29,177.58
99.53,27.8,50,0,1,Sunny,48.31,181.94
90.0,36.4,19,0,0,Sunny,48.46,208.89
105.33,29.0,73,1,6,Sunny,85.07,252.96
91.41,32.1,21,0,4,Sunny,34.9,183.18
98.29,37.9,25,0,5,Rainy,33.19,172.66
111.21,37.3,57,1,4,Sunny,72.2,233.45
91.88,37.8,59,0,0,Sunny,29.81,147.43
115.18,25.4,91,0,4,Sunny,52.95,177.27
90.11,20.7,14,0,6,Sunny,56.02,220.76
97.4,25.2,85,0,1,Rainy,0.0,80.0
112.23,25.6,61,0,4,Rainy,18.07,126.05
99.49,38.2,69,0,0,Rainy,1.29,80.65
93.06,33.0,41,0,5,Sunny,51.17,193.82
100.81,21.6,11,0,4,Sunny,55.78,212.54
98.11,22.7,80,0,4,Sunny,40.42,133.39
115.28,23.1,44,0,4,Cloudy,61.84,231.99
99.4,32.6,54,0,4,Rainy,9.88,109.61
113.67,34.7,5,0,5,Rainy,57.09,217.73
116.76,37.2,24,0,0,Sunny,70.98,253.74
103.01,38.8,35,1,2,Sunny,74.0,241.33
117.3,24.0,72,0,4,Sunny,73.38,209.48
101.32,26.2,94,0,2,Cloudy,24.9,121.18
118.92,24.8,16,0,5,Sunny,100.0,293.04
92.68,27.2,26,0,0,Sunny,47.41,192.23
110.61,38.3,5,0,3,Rainy,42.21,191.15
104.81,31.5,5,0,6,Cloudy,71.82,250.27
101.63,34.8,7,0,2,Sunny,55.41,234.32
108.98,29.8,80,1,0,Sunny,68.43,205.29
111.12,20.6,25,0,3,Cloudy,57.37,222.49
90.13,21.3,17,0,4,Cloudy,31.75,185.91
95.01,30.8,65,0,5,Cloudy,30.94,143.19
111.39,34.4,17,0,5,Sunny,84.3,271.25
109.99,24.3,86,0,0,Rainy,16.21,110.2
118.98,34.4,37,0,1,Cloudy,63.86,207.7
112.83,36.2,10,1,3,Rainy,56.67,241.76
118.52,28.2,29,0,1,Sunny,75.13,246.01
111.08,34.9,27,0,5,Sunny,82.15,255.21
98.94,28.1,92,0,5,Sunny,33.91,127.86
93.16,33.6,30,0,4,Rainy,2.01,117.79
113.45,35.3,8,0,4,Sunny,82.55,270.8
109.32,39.8,39,0,2,Sunny,63.91,225.38
91.45,26.9,79,0,5,Sunny,40.57,162.97
100.8,28.2,29,0,4,Cloudy,33.36,164.05
118.7,23.3,24,1,2,Rainy,63.78,210.45
105.01,24.1,5,0,3,Rainy,30.44,176.41
102.98,33.9,98,0,1,Cloudy,27.39,123.89
103.73,38.3,72,1,3,Rainy,34.55,162.5
96.27,27.9,27,1,6,Sunny,86.07,288.58
101.06,23.6,26,0,1,Rainy,15.86,140.17
101.09,25.7,99,0,0,Sunny,29.13,133.47
91.57,29.1,66,0,3,Sunny,34.62,157.33
113.03,25.8,5,0,6,Sunny,91.24,275.65
102.5,24.7,63,0,0,Sunny,39.43,154.15
114.67,34.7,72,1,1,Sunny,79.36,251.08
115.51,20.2,23,0,5,Sunny,98.11,283.07
96.36,30.8,34,0,5,Sunny,54.82,209.62
109.72,35.9,5,0,2,Sunny,70.94,241.99
104.17,25.3,52,0,3,Sunny,46.34,188.37
116.4,32.1,23,0,3,Rainy,47.49,200.96
96.47,33.4,56,0,2,Rainy,4.35,102.44
110.33,33.1,89,0,2,Rainy,18.43,119.01
108.23,28.9,26,0,4,Cloudy,62.37,226.35
98.86,26.9,54,0,6,Cloudy,39.53,163.37
94.1,36.7,70,0,5,Rainy,6.35,101.53
109.55,35.2,10,0,4,Cloudy,59.16,231.83
112.16,26.4,68,0,1,Sunny,58.18,204.59
99.47,22.1,25,1,5,Sunny,89.23,282.09
109.34,21.4,23,1,3,Sunny,84.66,290.18
101.85,21.9,95,0,2,Rainy,0.0,80.0
111.4,31.7,41,0,2,Cloudy,59.58,199.28
95.98,21.0,67,0,6,Sunny,51.6,173.08
116.71,26.7,33,1,5,Sunny,100.0,298.42
98.62,35.1,64,0,0,Sunny,28.0,143.5
101.03,25.9,96,0,6,Cloudy,43.78,156.82
91.74,35.3,38,0,6,Cloudy,42.13,176.5
93.35,34.9,5,0,4,Sunny,47.71,226.18
105.48,24.9,52,0,5,Sunny,63.52,225.42
98.03,34.6,93,0,5,Cloudy,30.98,125.1
115.06,35.0,25,0,0,Rainy,35.64,175.84
90.44,27.9,38,0,2,Rainy,0.0,106.39
101.37,24.2,30,0,3,Sunny,48.97,203.63
100.12,30.4,40,0,3,Sunny,40.19,165.14
90.58,38.4,27,0,0,Sunny,37.47,165.23
93.73,32.8,85,0,6,Cloudy,24.34,116.57
102.41,23.5,51,0,4,Cloudy,41.96,187.07
104.79,33.7,80,1,1,Sunny,54.86,188.51
102.13,28.5,48,0,5,Cloudy,59.77,215.05
105.93,31.8,24,0,3,Sunny,65.88,236.29
107.85,34.7,31,0,1,Rainy,22.15,147.93
90.3,30.3,65,1,5,Sunny,60.48,217.97
103.92,36.3,41,0,4,Sunny,49.31,183.44
118.9,34.4,88,0,0,Cloudy,54.85,175.96
105.57,32.3,56,0,6,Cloudy,65.56,197.27
110.33,23.0,79,0,4,Cloudy,47.69,172.13
99.36,36.7,96,0,2,Rainy,0.0,80.0
113.22,38.7,66,1,4,Sunny,80.6,264.6
113.19,22.7,70,0,0,Sunny,66.39,209.98
105.64,29.8,28,1,0,Rainy,47.68,213.38
119.28,25.2,84,0,4,Cloudy,58.77,194.01
93.77,35.1,16,1,5,Sunny,84.11,277.77
90.51,34.4,20,0,0,Cloudy,30.14,177.2
113.1,22.8,40,0,2,Cloudy,57.31,208.42
114.21,37.5,6,0,1,Sunny,73.47,258.05
93.61,23.6,93,0,4,Sunny,18.68,130.99
97.97,35.9,66,0,0,Sunny,32.64,152.29
90.53,29.1,68,0,6,Sunny,38.63,156.32
98.8,26.6,33,0,5,Rainy,28.8,154.67
113.19,23.2,96,0,5,Sunny,65.45,194.15
105.54,23.4,78,0,5,Sunny,60.99,196.72
100.44,33.2,91,0,1,Cloudy,26.69,128.01
101.15,31.0,100,1,2,Cloudy,39.65,143.71
90.04,22.4,35,1,4,Cloudy,48.25,186.24
98.99,22.3,87,0,0,Sunny,38.08,142.3
109.39,21.4,19,0,1,Rainy,35.47,179.81
119.23,34.9,59,0,2,Cloudy,58.42,201.15
115.41,34.2,37,0,3,Sunny,76.75,248.29
90.71,21.2,85,0,0,Rainy,0.0,85.4
116.96,31.2,56,0,5,Sunny,86.73,249.12
113.5,21.7,24,0,5,Rainy,60.72,214.13
113.41,38.1,77,0,2,Cloudy,50.56,181.68
103.74,38.1,42,0,6,Rainy,40.88,179.4
101.94,34.0,7,1,6,Sunny,95.07,293.88
99.09,38.5,58,0,1,Rainy,4.07,108.33
91.97,36.2,70,0,6,Cloudy,37.7,165.52
96.85,36.6,22,0,5,Cloudy,48.74,208.05
97.4,31.4,91,0,4,Sunny,38.24,156.05
104.52,26.1,87,0,1,Rainy,12.19,97.44
112.42,24.4,11,0,5,Sunny,90.77,289.71
104.21,26.5,39,0,4,Sunny,60.63,213.37
91.74,32.6,88,0,2,Cloudy,14.51,123.48
118.73,23.5,88,0,2,Sunny,55.25,187.6
118.28,25.2,87,0,1,Sunny,57.24,187.97
113.56,29.4,84,0,1,Cloudy,46.56,180.54
119.74,24.7,89,0,4,Sunny,63.71,191.12
106.33,31.8,97,0,6,Rainy,26.94,129.4
118.88,38.5,64,0,0,Cloudy,60.63,220.03
92.27,35.0,28,0,1,Cloudy,23.66,160.09
100.97,33.3,97,0,5,Sunny,44.63,158.04
96.76,31.7,99,0,0,Cloudy,19.16,107.82
95.87,29.8,43,0,0,Rainy,0.0,95.75
94.22,23.7,16,0,6,Sunny,54.48,212.75
108.67,37.9,98,0,0,Sunny,41.75,144.59
113.44,25.0,57,0,2,Sunny,67.69,216.51
107.35,21.8,68,0,2,Cloudy,39.54,161.29
94.41,35.0,8,0,0,Cloudy,41.52,203.64
114.33,23.5,98,0,0,Sunny,52.12,166.56
109.08,27.4,9,0,2,Cloudy,60.21,224.11
101.64,20.6,20,0,4,Rainy,18.2,154.86
110.22,22.7,31,0,6,Sunny,85.23,268.5
97.8,23.5,8,0,6,Cloudy,53.02,214.5
100.36,21.1,76,0,5,Rainy,16.57,121.62
117.52,33.1,52,1,6,Rainy,76.42,244.46
98.72,36.7,12,0,3,Sunny,50.65,208.47
104.1,27.5,85,0,1,Sunny,32.87,154.09
116.7,37.5,50,0,0,Rainy,24.47,142.95
111.23,24.3,48,0,2,Sunny,65.78,216.16
91.87,26.5,71,0,6,Cloudy,35.17,152.94
94.42,23.0,95,0,0,Cloudy,11.41,82.31
90.24,32.4,56,0,0,Cloudy,12.2,117.61
108.93,28.4,38,0,0,Sunny,61.26,218.31
103.43,32.3,66,0,6,Rainy,31.24,164.08
94.03,35.2,25,0,0,Sunny,37.2,180.19
118.74,30.9,28,0,4,Cloudy,75.0,249.5
105.89,32.6,48,0,1,Sunny,45.96,186.5
97.26,38.7,45,0,1,Sunny,36.7,186.71
105.02,26.0,33,0,2,Sunny,58.17,221.23
110.39,27.2,10,0,4,Rainy,42.32,184.57
92.29,34.4,60,0,4,Cloudy,27.79,154.85
98.24,32.2,18,0,1,Cloudy,46.92,192.9
114.21,23.6,54,0,2,Cloudy,62.87,205.95
103.79,27.5,82,0,4,Sunny,42.0,149.19
106.4,29.4,56,0,2,Cloudy,39.69,183.02
102.98,28.4,92,1,1,Sunny,62.8,211.53
91.32,23.6,81,0,0,Cloudy,19.49,129.43
94.97,38.5,5,0,5,Sunny,70.61,257.89
103.37,35.2,16,0,5,Rainy,43.31,200.49
96.28,29.6,28,1,5,Cloudy,77.97,258.79
91.5,33.6,41,1,4,Sunny,56.66,218.13
115.31,37.9,88,0,2,Sunny,56.46,178.5
119.44,22.7,74,0,0,Sunny,70.58,208.24
113.79,25.0,80,0,1,Rainy,24.08,123.22
115.61,30.9,89,0,6,Sunny,76.15,236.4
97.26,36.0,7,1,3,Sunny,73.13,260.07
118.82,20.7,31,0,5,Sunny,98.47,294.76
95.91,39.7,57,0,4,Rainy,6.05,124.01
118.54,29.1,21,0,6,Cloudy,87.58,278.39
119.84,27.2,19,1,4,Sunny,100.0,299.2
111.35,25.9,43,0,2,Cloudy,60.33,206.2
119.43,23.5,8,0,1,Rainy,45.7,204.22
107.09,35.8,21,0,5,Cloudy,64.54,248.73
97.79,39.1,15,1,1,Sunny,73.02,270.32
103.11,28.3,16,0,4,Sunny,47.33,206.48
